topword	middleword	bottomword	chose_topword
to choose	 life	to bother	1
 life	to choose	to grow	1
a business	 other	 child	0
a message	 child	 other	1
 child	a message	a picture	0
a toe	a picture	a message	0
to eat	to believe	 famous	0
to disturb	 famous	to believe	1
 famous	to disturb	green	1
to choose	 life	 sick	1
 life	to choose	to grow	1
a vein	to carry	 power	0
orange	 power	to carry	0
 milk	to win	to forget	0
a word	to forget	to win	1
to forget	a word	a chair	1
to bother	green	 thin	1
green	to bother	 famous	0
to disturb	 famous	to bother	0
a message	 child	 weak	0
a story	 weak	 child	1
 weak	a story	to steal	1
 power	 weight	 milk	1
 weight	 power	purple	1
a nest	a vein	a cloud	1
a vein	a nest	 memory	0
yellow	 memory	a nest	0
a table	a nest	to arrive	0
to grow	to arrive	a nest	0
 money	a cloud	a reason	0
a bed	a reason	a cloud	1
a reason	a bed	to speak	1
to add	 country	a business	0
a month	a business	 country	1
a business	a month	 hair	1
 weight	 grief	to seek	1
 grief	 weight	 milk	1
to arrive	a gift	 under	1
a gift	to arrive	a shirt	1
blue	 chest	 soft	0
to deceive	 soft	 chest	1
 soft	to deceive	an arm	1
a box	 sad	 other	0
a business	 other	 sad	1
 other	a business	a month	0
 hair	a month	a business	1
a month	 hair	to hear	1
a teacher	a thigh	 soft	0
to deceive	 soft	a thigh	0
a cloud	a needle	 week	1
a needle	a cloud	 money	1
a shirt	to arrive	to grow	0
a family	to grow	to arrive	1
to grow	a family	 sick	0
 other	 sick	a family	1
 sick	 other	 child	0
a message	 child	 other	0
 dish	 noise	green	1
 noise	 dish	 naked	1
 milk	 weight	 power	0
purple	 power	 weight	0
to speak	a pillow	a grandfather	0
 sick	a grandfather	a pillow	1
a grandfather	 sick	a box	1
 people	 source	a bed	1
 source	 people	a business	0
a month	a business	 people	0
to win	to choose	 famous	1
to choose	to win	to forget	1
a story	 thick	 grief	1
 thick	a story	to steal	1
gray	a collar	 chest	0
blue	 chest	a collar	0
a leg	to add	a word	0
a chair	a word	to add	0
 famous	 people	a business	0
a month	a business	 people	0
purple	 power	orange	1
 power	purple	 thin	1
 weak	a teacher	the ground	0
 pain	the ground	a teacher	1
the ground	 pain	 weight	0
 power	 weight	 pain	1
 weight	 power	purple	1
to bother	yellow	red	0
a cheek	red	yellow	0
 powerful	a family	 sick	1
a family	 powerful	orange	1
to believe	 gentle	to deceive	1
 gentle	to believe	to eat	1
a boot	 weak	a story	0
to steal	a story	 weak	0
a table	a roof	a woman	1
a roof	a table	 clothes	1
 chest	 clothes	 truth	1
 clothes	 chest	 soft	1
a vein	to carry	 power	0
purple	 power	to carry	1
 power	purple	to bother	1
to eat	 truth	a thigh	1
 truth	to eat	a heel	0
 cheap	a heel	to eat	1
a heel	 cheap	to know	1
a leg	to add	a word	0
a chair	a word	to add	0
an item	red	a pillow	1
red	an item	 under	0
to melt	 under	an item	0
orange	 powerful	purple	0
to destroy	purple	 powerful	0
 under	an item	a gift	0
to arrive	a gift	an item	0
a shelf	to seek	to melt	0
a knife	to melt	to seek	0
to bother	white	blue	0
 people	blue	white	0
to grow	to sell	a ladder	1
to sell	to grow	 under	1
a woman	 grass	 weak	1
 grass	a woman	a box	0
to win	a box	a woman	0
 pain	to add	a teacher	1
to add	 pain	to carry	0
red	to carry	 pain	0
 hair	a pillow	 life	1
a pillow	 hair	a shoe	1
brown	a table	a reason	1
a table	brown	white	0
to bother	white	brown	0
a needle	a leg	a grandfather	0
a month	a grandfather	a leg	0
to bother	black	white	0
blue	white	black	1
white	blue	 people	1
a cheek	 thick	 powerful	0
 week	 powerful	 thick	0
 soft	 other	a leg	1
 other	 soft	to steal	1
blue	red	 people	1
red	blue	 weight	1
a heel	a picture	a collar	0
to know	a collar	a picture	0
 week	 power	a fish	1
 power	 week	a word	0
a mistake	a word	 week	0
to deceive	 grief	to carry	1
 grief	to deceive	an arm	1
to win	a gift	orange	1
a gift	to win	black	1
to believe	 source	 cheap	1
 source	to believe	 naked	1
a heel	a picture	a collar	1
a picture	a heel	a chair	1
to grow	 cheap	to lose	1
 cheap	to grow	 under	0
 dirt	 under	to grow	1
 under	 dirt	 meat	1
red	 weight	a vein	0
a table	a vein	 weight	0
to deceive	 grief	to carry	1
 grief	to deceive	a ladder	1
 week	 power	a fish	1
 power	 week	purple	1
a box	a woman	a bed	0
 hair	a bed	a woman	0
a message	to teach	a corner	1
to teach	a message	 truth	0
to eat	 truth	a message	0
to sell	a shelf	brown	1
a shelf	to sell	to grow	1
to grow	 money	a ladder	0
 child	a ladder	 money	0
a cloud	pink	blue	0
 people	blue	pink	0
yellow	a nose	 noise	0
 chest	 noise	a nose	0
a roof	a needle	 dish	0
to read	 dish	a needle	0
a story	 sad	 other	1
 sad	a story	 thin	1
pink	to speak	the ground	1
to speak	pink	 people	0
a leg	 people	pink	0
 clothes	an item	orange	1
an item	 clothes	a nose	1
 dirt	 under	an item	1
 under	 dirt	a woman	1
to sell	a box	to win	1
a box	to sell	to grow	1
a heel	a picture	a collar	0
to know	a collar	a picture	0
 powerful	 gentle	to steal	1
 gentle	 powerful	 week	1
a pillow	brown	white	0
to bother	white	brown	0
a corner	a teacher	a message	0
 truth	a message	a teacher	0
to seek	 famous	a fish	1
 famous	to seek	a shelf	1
 clothes	an item	orange	1
an item	 clothes	a nose	1
a boot	a fish	 milk	0
 sad	 milk	a fish	0
to forget	a boot	a shirt	0
a nose	a shirt	a boot	0
a family	 money	to grow	1
 money	a family	a business	1
 milk	 dish	to read	1
 dish	 milk	 sad	1
a family	 money	to grow	1
 money	a family	a business	1
a month	a grandfather	a business	0
 gentle	a business	a grandfather	0
 pain	to add	a teacher	0
a corner	a teacher	to add	0
 thin	to read	the ground	1
to read	 thin	a cheek	1
 money	to hear	pink	1
to hear	 money	a family	0
a business	a family	 money	0
a chair	a shoe	a nest	1
a shoe	a chair	a reason	1
a heel	a picture	a collar	0
to know	a collar	a picture	0
to read	 dish	 milk	0
 sad	 milk	 dish	0
a table	a vein	a roof	1
a vein	a table	brown	0
to speak	brown	a table	0
 noise	a cheek	yellow	1
a cheek	 noise	 clever	1
a corner	a teacher	a message	0
 truth	a message	a teacher	1
a message	 truth	to eat	1
 life	a pillow	 hair	0
a shoe	 hair	a pillow	0
an item	a roof	 child	1
a roof	an item	 clothes	0
a nose	 clothes	an item	0
red	 weight	a vein	1
 weight	red	 people	0
a leg	 people	red	1
 people	a leg	a needle	1
 cheap	to believe	 naked	0
 grass	 naked	to believe	1
 naked	 grass	 weak	1
 powerful	 soft	to steal	1
 soft	 powerful	a fish	1
 memory	 country	a leg	1
 country	 memory	 thick	1
to speak	green	blue	1
green	to speak	the ground	0
 meat	the ground	to speak	1
the ground	 meat	 milk	0
 sad	 milk	 meat	0
to steal	 gentle	 powerful	0
a fish	 powerful	 gentle	0
blue	pink	 weight	1
pink	blue	a pillow	1
 week	 power	a fish	1
 power	 week	purple	0
white	purple	 week	0
a mistake	a word	pink	1
a word	a mistake	 power	0
 week	 power	a mistake	0
green	orange	a toe	1
orange	green	to speak	1
a box	a woman	a bed	0
 hair	a bed	a woman	1
a bed	 hair	a shoe	1
blue	pink	a pillow	1
pink	blue	 people	1
 hair	a pillow	 life	1
a pillow	 hair	a shoe	1
 clothes	an item	orange	1
an item	 clothes	to disturb	1
 sad	 milk	 grief	1
 milk	 sad	 other	0
 soft	 other	 sad	1
 other	 soft	 powerful	0
a fish	 powerful	 soft	0
 truth	a gift	to choose	1
a gift	 truth	 life	1
 powerful	 milk	 country	1
 milk	 powerful	a fish	0
 country	a fish	 powerful	0
orange	to forget	to destroy	1
to forget	orange	 thin	0
to win	 thin	orange	1
 thin	to win	to forget	0
to destroy	to forget	to win	0
a needle	to teach	 clever	1
to teach	a needle	to deceive	0
 other	to deceive	a needle	1
to deceive	 other	an item	0
to believe	an item	 other	1
an item	to believe	to lose	1
to teach	a cloud	 dish	1
a cloud	to teach	 clever	0
a collar	 clever	to teach	0
a boot	to sell	 soft	0
to steal	 soft	to sell	0
to bother	a shirt	pink	0
a gift	pink	a shirt	0
a fish	 powerful	 noise	0
 gentle	 noise	 powerful	0
a pillow	 grief	to seek	1
 grief	a pillow	 hair	0
to read	 hair	a pillow	1
 hair	to read	a thigh	0
a bed	a thigh	to read	0
a nose	a shirt	to bother	0
orange	to bother	a shirt	0
 clothes	 chest	a bed	1
 chest	 clothes	to bother	1
to grow	to win	to forget	1
to win	to grow	a ladder	0
a grandfather	a ladder	to grow	0
a family	 people	orange	1
 people	a family	to melt	1
to teach	a cloud	 dish	1
a cloud	to teach	a needle	0
to deceive	a needle	to teach	0
to carry	the ground	yellow	1
the ground	to carry	a month	1
a corner	to bother	orange	1
to bother	a corner	black	0
 grass	black	a corner	1
black	 grass	yellow	1
 memory	a month	 sick	0
the ground	 sick	a month	0
to forget	to win	to grow	0
to speak	to grow	to win	1
to grow	to speak	a shirt	1
a bed	a thigh	to eat	1
a thigh	a bed	 cheap	1
to carry	the ground	yellow	1
the ground	to carry	a month	1
purple	black	a chair	1
black	purple	 dish	1
 soft	to sell	a boot	0
to hear	a boot	to sell	1
a boot	to hear	a table	1
a pillow	 grief	to seek	1
 grief	a pillow	 cheap	1
the ground	 sick	 thick	1
 sick	the ground	yellow	0
a gift	yellow	the ground	1
yellow	a gift	to choose	0
an arm	to choose	a gift	0
a box	 dirt	yellow	0
 grass	yellow	 dirt	1
yellow	 grass	a box	1
a corner	to bother	orange	1
to bother	a corner	black	1
a teacher	to disturb	a corner	1
to disturb	a teacher	a needle	1
to eat	a thigh	a bed	1
a thigh	to eat	brown	1
 soft	to steal	 weak	0
 milk	 weak	to steal	1
 weak	 milk	 powerful	0
a fish	 powerful	 milk	0
to steal	 soft	a knife	0
a vein	a knife	 soft	0
 thin	orange	 grief	0
a pillow	 grief	orange	1
 grief	a pillow	 hair	1
 country	 meat	gray	0
 dish	gray	 meat	0
a thigh	to read	a table	0
a toe	a table	to read	0
a shirt	to speak	a needle	0
to deceive	a needle	to speak	0
to seek	 pain	a pillow	0
 hair	a pillow	 pain	1
a pillow	 hair	to read	1
a chair	white	 meat	1
white	a chair	a toe	1
a family	 people	orange	1
 people	a family	to melt	1
an arm	to choose	to speak	0
a shirt	to speak	to choose	0
to eat	a thigh	 clothes	1
a thigh	to eat	brown	1
a grandfather	a ladder	 naked	0
green	 naked	a ladder	1
 naked	green	white	0
a chair	white	green	0
to carry	the ground	yellow	1
the ground	to carry	a month	1
a heel	a nose	a mistake	1
a nose	a heel	a shelf	1
 people	a shoe	a shelf	1
a shoe	 people	orange	1
the ground	 sick	 thick	0
to arrive	 thick	 sick	0
 dirt	a grandfather	to melt	0
a picture	to melt	a grandfather	0
to believe	an item	 truth	0
 life	 truth	an item	1
 truth	 life	 money	1
 naked	a ladder	a grandfather	0
to melt	a grandfather	a ladder	1
a grandfather	to melt	a picture	1
orange	to believe	a nest	0
to choose	a nest	to believe	0
a chair	white	purple	0
 meat	purple	white	0
 thin	orange	 grief	0
a pillow	 grief	orange	1
 grief	a pillow	 hair	1
to disturb	a nest	to choose	0
an arm	to choose	a nest	1
to choose	an arm	a business	0
 under	a business	an arm	1
a business	 under	 child	1
a corner	to bother	orange	0
 grief	orange	to bother	1
orange	 grief	a pillow	0
 hair	a pillow	 grief	0
a fish	 power	 weak	0
 milk	 weak	 power	0
to bother	 naked	green	0
white	green	 naked	1
green	white	a chair	1
 soft	to destroy	 weak	0
 milk	 weak	to destroy	1
 weak	 milk	 powerful	0
 noise	 powerful	 milk	1
 powerful	 noise	 gentle	0
a knife	 gentle	 noise	0
a roof	pink	a gift	0
 truth	a gift	pink	1
a gift	 truth	 life	1
a nest	a reason	to lose	1
a reason	a nest	to disturb	0
a teacher	to disturb	a nest	1
to disturb	a teacher	 clever	1
white	green	 meat	1
green	white	 grass	1
yellow	the ground	to carry	0
a month	to carry	the ground	1
to carry	a month	 memory	1
to bother	 clothes	a nose	0
a heel	a nose	 clothes	1
a nose	a heel	a shelf	1
 soft	to deceive	 other	1
to deceive	 soft	to steal	1
a fish	to read	a month	0
 source	a month	to read	0
to believe	 cheap	to deceive	0
a box	to deceive	 cheap	0
a cheek	to forget	black	1
to forget	a cheek	a grandfather	0
a family	a grandfather	a cheek	1
a grandfather	a family	 under	1
to read	a boot	a knife	0
 sad	a knife	a boot	0
a box	to deceive	a corner	1
to deceive	a box	 money	0
 cheap	 money	a box	0
a shirt	 sick	a gift	1
 sick	a shirt	a story	0
yellow	a story	a shirt	0
a leg	 powerful	 pain	0
 country	 pain	 powerful	0
a needle	 thin	a message	1
 thin	a needle	 sad	1
 weak	pink	purple	0
 famous	purple	pink	0
to melt	a teacher	to disturb	0
a pillow	to disturb	a teacher	0
a reason	a cloud	 powerful	1
a cloud	a reason	a thigh	1
to forget	 dish	 chest	0
 naked	 chest	 dish	1
 chest	 naked	orange	1
 sick	to bother	black	1
to bother	 sick	a gift	0
 soft	a gift	 sick	1
a gift	 soft	 clothes	0
to speak	 clothes	 soft	0
a mistake	to melt	a needle	1
to melt	a mistake	a woman	0
a nose	a woman	a mistake	1
a woman	a nose	a vein	0
a cloud	a vein	a nose	1
a vein	a cloud	 powerful	0
a needle	 thin	a message	1
 thin	a needle	 sad	0
a shirt	 sad	a needle	1
 sad	a shirt	to speak	1
 cheap	to sell	a corner	1
to sell	 cheap	to believe	0
 power	to believe	 cheap	1
to believe	 power	a leg	0
 hair	a leg	 power	1
a leg	 hair	to steal	1
to choose	 memory	to sell	1
 memory	to choose	 people	0
black	 people	to choose	1
 people	black	 weak	1
 country	 pain	to choose	0
 people	to choose	 pain	1
to choose	 people	 clever	0
red	 clever	 people	1
 clever	red	a shoe	0
a knife	a shoe	red	1
a month	to hear	black	0
purple	black	to hear	1
black	purple	 grief	0
to choose	 grief	purple	1
 grief	to choose	 people	0
 clever	 people	to choose	1
 sick	to bother	black	1
to bother	 sick	a gift	0
 soft	a gift	 sick	1
a gift	 soft	to carry	0
a table	to carry	 soft	1
to carry	a table	to seek	0
a cloud	a vein	 thin	0
a needle	 thin	a vein	1
 thin	a needle	 sad	0
a gift	 sad	a needle	1
 sad	a gift	 soft	0
to carry	 soft	a gift	1
to teach	 week	 source	0
a thigh	 source	 week	1
 source	a thigh	a boot	0
to read	a boot	a thigh	1
a boot	to read	a fish	0
 chest	a fish	to read	1
a bed	blue	a shoe	0
a nest	a shoe	blue	1
a shoe	a nest	a roof	0
a heel	a roof	a nest	1
a roof	a heel	to lose	0
to win	to lose	a heel	1
a business	to arrive	 people	0
 clever	 people	to arrive	1
 people	 clever	red	0
a shoe	red	 clever	1
red	a shoe	a knife	0
 sad	a knife	a shoe	1
to forget	 dish	 chest	0
a boot	 chest	 dish	1
 chest	a boot	to read	0
a fish	to read	a boot	1
to read	a fish	 chest	1
yellow	a story	a fish	0
 meat	a fish	a story	1
a fish	 meat	 chest	1
a roof	a nest	 money	1
a nest	a roof	a heel	0
to lose	a heel	a roof	1
a heel	to lose	to win	1
orange	 naked	to speak	1
 naked	orange	 memory	0
to sell	 memory	orange	1
 memory	to sell	a corner	0
a picture	a corner	to sell	1
a corner	a picture	a shelf	0
 naked	 chest	a boot	0
to read	a boot	 chest	1
a boot	to read	a fish	0
 meat	a fish	to read	1
a fish	 meat	 chest	0
 naked	 chest	 meat	1
 truth	 other	 clever	1
 other	 truth	to know	0
black	to know	 truth	1
to know	black	a toe	0
a nest	a toe	black	1
a toe	a nest	a roof	0
 gentle	to seek	 people	0
black	 people	to seek	1
 people	black	a bed	1
a thigh	a reason	 power	0
 pain	 power	a reason	1
 power	 pain	 country	0
an arm	 country	 pain	1
 country	an arm	 hair	0
to speak	 hair	an arm	0
 child	a message	a shelf	0
a word	a shelf	a message	1
a shelf	a word	pink	0
 weak	pink	a word	1
pink	 weak	a message	1
 hair	an arm	a teacher	1
an arm	 hair	to steal	0
a corner	to steal	 hair	1
to steal	a corner	a picture	0
a shelf	a picture	a corner	1
a picture	a shelf	a word	0
 cheap	to sell	a corner	1
to sell	 cheap	to deceive	0
a box	to deceive	 cheap	1
to deceive	a box	 money	0
 cheap	 money	a box	1
 money	 cheap	to believe	0
white	green	to destroy	1
green	white	a shoe	0
a knife	a shoe	white	1
a shoe	a knife	 sad	0
a gift	 sad	a knife	1
 sad	a gift	 soft	0
 grief	brown	a bed	0
to bother	a bed	brown	1
a bed	to bother	 sick	0
a gift	 sick	to bother	1
 sick	a gift	 soft	0
to carry	 soft	a gift	1
 under	a family	to grow	0
to win	to grow	a family	1
to grow	to win	gray	0
a reason	gray	to win	1
gray	a reason	a thigh	0
a teacher	a thigh	a reason	1
 grass	 under	a heel	0
a nest	a heel	 under	1
a heel	a nest	a roof	0
 noise	a roof	a nest	1
a roof	 noise	green	0
purple	green	 noise	1
a nest	a heel	to lose	1
a heel	a nest	a roof	0
 noise	a roof	a nest	1
a roof	 noise	a pillow	0
 thick	a pillow	 noise	1
a pillow	 thick	a needle	1
to melt	a teacher	to disturb	1
a teacher	to melt	a needle	0
 thin	a needle	to melt	1
a needle	 thin	a message	0
 child	a message	 thin	1
a message	 child	to hear	0
green	 noise	a pillow	0
to bother	a pillow	 noise	1
a pillow	to bother	 sick	0
a shirt	 sick	to bother	1
 sick	a shirt	a story	0
a fish	a story	a shirt	1
to hear	a pillow	a nest	0
an arm	a nest	a pillow	0
blue	a leg	 noise	0
 money	 noise	a leg	1
 noise	 money	to win	0
yellow	to win	 money	0
 soft	a boot	to sell	1
a boot	 soft	 hair	0
a needle	 hair	 soft	0
to hear	a bed	a nest	0
an arm	a nest	a bed	0
a bed	a knife	a pillow	0
a nest	a pillow	a knife	1
a pillow	a nest	an arm	1
 grass	 other	a month	0
a picture	a month	 other	0
 chest	 people	 grass	1
 people	 chest	 thick	1
 clothes	to forget	 chest	0
 thick	 chest	to forget	1
 chest	 thick	 hair	0
a needle	 hair	 thick	0
a bed	a knife	a pillow	0
a nest	a pillow	a knife	1
a pillow	a nest	an arm	1
to add	a ladder	 clever	0
 milk	 clever	a ladder	0
 country	 week	a picture	1
 week	 country	 source	0
to eat	 source	 country	1
 source	to eat	a shelf	1
a boot	a table	to read	0
a leg	to read	a table	0
to add	a ladder	 clever	0
 milk	 clever	a ladder	0
 truth	a box	 memory	1
a box	 truth	a vein	0
 dirt	a vein	 truth	0
 weak	a word	 people	0
a month	 people	a word	0
 truth	a box	 memory	1
a box	 truth	a vein	0
 dirt	a vein	 truth	0
to melt	 dish	 gentle	0
 child	 gentle	 dish	1
 gentle	 child	pink	1
a bed	a knife	a pillow	0
a nest	a pillow	a knife	1
a pillow	a nest	an arm	1
to bother	 grass	 cheap	0
a word	 cheap	 grass	0
green	orange	a collar	1
orange	green	 week	1
a fish	a corner	 memory	0
a woman	 memory	a corner	1
 memory	a woman	 thin	0
 pain	 thin	a woman	0
 famous	to deceive	a chair	1
to deceive	 famous	a teacher	1
 week	red	a collar	0
a cloud	a collar	red	0
a toe	 sick	a message	1
 sick	a toe	a nose	0
to choose	a nose	a toe	0
a chair	to steal	an item	0
to destroy	an item	to steal	1
an item	to destroy	a chair	0
to read	a chair	to destroy	0
 gentle	 meat	a mistake	0
a gift	a mistake	 meat	1
a mistake	a gift	to destroy	0
an item	to destroy	a gift	1
to destroy	an item	purple	0
a story	purple	an item	0
to hear	a bed	a nest	0
an arm	a nest	a bed	0
to add	a ladder	 clever	0
 milk	 clever	a ladder	1
 clever	 milk	 sad	1
to deceive	the ground	to bother	0
 chest	to bother	the ground	1
to bother	 chest	 thick	0
 pain	 thick	 chest	0
 people	to speak	 meat	1
to speak	 people	a month	1
 gentle	 dish	a mistake	1
 dish	 gentle	 child	0
 grief	 child	 gentle	0
 other	a business	a table	1
a business	 other	a month	1
to win	a business	 other	1
a business	to win	yellow	1
to melt	 dish	 gentle	0
 child	 gentle	 dish	1
 gentle	 child	 grief	1
a woman	 memory	black	0
a family	black	 memory	1
black	a family	to speak	0
 people	to speak	a family	1
to speak	 people	 chest	1
to believe	a shirt	a box	0
 truth	a box	a shirt	0
a corner	a reason	 weight	0
to know	 weight	a reason	1
 weight	to know	a corner	1
 thin	a woman	 grief	1
a woman	 thin	to steal	1
 gentle	 meat	a mistake	0
a gift	a mistake	 meat	1
a mistake	a gift	to destroy	0
an item	to destroy	a gift	1
